iter	Passed	Remaining
1667	33944	6756
1668	33966	6736
1669	33985	6715
1670	34004	6695
1671	34021	6674
1672	34046	6654
1673	34065	6634
1674	34085	6613
1675	34103	6592
1676	34122	6572
1677	34143	6552
1678	34163	6531
1679	34183	6511
1680	34203	6490
1681	34223	6470
1682	34249	6450
1683	34269	6430
1684	34289	6410
1685	34310	6389
1686	34327	6369
1687	34347	6348
1688	34369	6328
1689	34388	6307
1690	34406	6287
1691	34425	6266
1692	34448	6246
1693	34467	6226
1694	34486	6205
1695	34505	6184
1696	34524	6164
1697	34541	6143
1698	34561	6122
1699	34582	6102
1700	34601	6082
1701	34620	6061
1702	34636	6040
1703	34654	6019
1704	34676	5999
1705	34695	5979
1706	34719	5959
1707	34738	5938
1708	34757	5918
1709	34776	5897
1710	34796	5877
1711	34815	5856
1712	34834	5836
1713	34853	5815
1714	34874	5795
1715	34894	5775
1716	34913	5754
1717	34932	5733
1718	34952	5713
1719	34969	5692
1720	34986	5671
1721	35007	5651
1722	35025	5630
1723	35044	5610
1724	35063	5589
1725	35081	5569
1726	35100	5548
1727	35119	5528
1728	35138	5507
1729	35156	5486
1730	35175	5466
1731	35194	5445
1732	35216	5425
1733	35233	5404
1734	35248	5383
1735	35267	5363
1736	35284	5342
1737	35304	5322
1738	35323	5301
1739	35345	5281
1740	35363	5260
1741	35383	5240
1742	35403	5220
1743	35425	5200
1744	35444	5179
1745	35464	5159
1746	35482	5138
1747	35504	5118
1748	35522	5097
1749	35546	5078
1750	35564	5057
1751	35583	5036
1752	35603	5016
1753	35622	4996
1754	35644	4975
1755	35663	4955
1756	35681	4934
1757	35701	4914
1758	35720	4894
1759	35740	4873
1760	35758	4853
1761	35777	4832
1762	35796	4812
1763	35813	4791
1764	35832	4770
1765	35854	4750
1766	35873	4730
1767	35892	4709
1768	35911	4689
1769	35930	4668
1770	35949	4648
1771	35967	4627
1772	35985	4607
1773	36007	4587
1774	36030	4567
1775	36049	4546
1776	36070	4526
1777	36089	4506
1778	36108	4485
1779	36131	4465
1780	36149	4445
1781	36167	4424
1782	36186	4404
1783	36206	4383
1784	36225	4363
1785	36244	4342
1786	36262	4322
1787	36287	4302
1788	36307	4282
1789	36327	4261
1790	36346	4241
1791	36366	4221
1792	36386	4200
1793	36406	4180
1794	36425	4160
1795	36442	4139
1796	36460	4118
1797	36479	4098
1798	36502	4078
1799	36521	4057
1800	36540	4037
1801	36559	4017
1802	36579	3996
1803	36602	3976
1804	36620	3956
1805	36638	3935
1806	36657	3915
1807	36676	3894
1808	36694	3874
1809	36717	3854
1810	36737	3833
1811	36760	3813
1812	36779	3793
1813	36796	3773
1814	36816	3752
1815	36837	3732
1816	36856	3712
1817	36879	3691
1818	36898	3671
1819	36917	3651
1820	36939	3631
1821	36959	3610
1822	36978	3590
1823	36997	3569
1824	37016	3549
1825	37035	3529
1826	37054	3508
1827	37074	3488
1828	37093	3467
1829	37112	3447
1830	37131	3427
1831	37151	3406
1832	37171	3386
1833	37190	3366
1834	37209	3345
1835	37229	3325
1836	37248	3305
1837	37267	3284
1838	37286	3264
1839	37305	3243
1840	37325	3223
1841	37347	3203
1842	37371	3183
1843	37391	3163
1844	37410	3142
1845	37430	3122
1846	37450	3102
1847	37469	3081
1848	37488	3061
1849	37507	3041
1850	37527	3020
1851	37546	3000
1852	37562	2979
1853	37585	2959
1854	37604	2939
1855	37624	2919
1856	37646	2898
1857	37668	2878
1858	37687	2858
1859	37707	2838
1860	37726	2817
1861	37747	2797
1862	37770	2777
1863	37789	2757
1864	37810	2736
1865	37830	2716
1866	37849	2696
1867	37869	2675
1868	37888	2655
1869	37907	2635
1870	37925	2614
1871	37943	2594
1872	37961	2573
1873	37979	2553
1874	37998	2533
1875	38020	2513
1876	38037	2492
1877	38055	2472
1878	38073	2451
1879	38092	2431
1880	38108	2410
1881	38127	2390
1882	38146	2370
1883	38162	2349
1884	38180	2329
1885	38202	2309
1886	38225	2289
1887	38244	2268
1888	38263	2248
1889	38283	2228
1890	38303	2207
1891	38322	2187
1892	38344	2167
1893	38364	2147
1894	38385	2126
1895	38405	2106
1896	38423	2086
1897	38444	2066
1898	38463	2045
1899	38479	2025
1900	38498	2004
1901	38517	1984
1902	38536	1964
1903	38555	1943
1904	38574	1923
1905	38593	1903
1906	38614	1883
1907	38633	1862
1908	38654	1842
1909	38673	1822
1910	38692	1802
1911	38715	1781
1912	38734	1761
1913	38753	1741
1914	38772	1720
1915	38790	1700
1916	38810	1680
1917	38828	1660
1918	38848	1639
1919	38869	1619
1920	38887	1599
1921	38906	1578
1922	38925	1558
1923	38944	1538
1924	38961	1517
1925	38979	1497
1926	39000	1477
1927	39019	1457
1928	39042	1437
1929	39060	1416
1930	39081	1396
1931	39101	1376
1932	39120	1355
1933	39140	1335
1934	39160	1315
1935	39179	1295
1936	39199	1274
1937	39218	1254
1938	39237	1234
1939	39256	1214
1940	39275	1193
1941	39299	1173
1942	39319	1153
1943	39338	1133
1944	39359	1112
1945	39376	1092
1946	39396	1072
1947	39411	1052
1948	39429	1031
1949	39448	1011
1950	39468	991
1951	39488	971
1952	39511	950
1953	39527	930
1954	39546	910
1955	39569	890
1956	39589	869
1957	39610	849
1958	39633	829
1959	39651	809
1960	39671	788
1961	39691	768
1962	39711	748
1963	39733	728
1964	39753	708
1965	39772	687
1966	39791	667
1967	39810	647
1968	39829	627
1969	39849	606
1970	39872	586
1971	39894	566
1972	39914	546
1973	39936	526
1974	39963	505
1975	39985	485
1976	40006	465
1977	40027	445
1978	40048	424
1979	40071	404
1980	40092	384
1981	40113	364
1982	40135	344
1983	40156	323
1984	40177	303
1985	40202	283
1986	40222	263
1987	40249	242
1988	40272	222
1989	40294	202
1990	40316	182
1991	40337	161
1992	40358	141
1993	40380	121
1994	40402	101
1995	40424	81
1996	40453	60
1997	40477	40
1998	40499	20
1999	40520	0
