iter	Logloss
1505	0.08585915294
1506	0.08583927629
1507	0.08581449802
1508	0.08578899381
1509	0.08578327295
1510	0.08575704976
1511	0.08572578635
1512	0.08572053191
1513	0.08570624665
1514	0.08568432553
1515	0.08565916479
1516	0.08564131918
1517	0.08562758548
1518	0.08559162029
1519	0.08557739641
1520	0.08553822067
1521	0.08551660957
1522	0.08548884571
1523	0.08547334403
1524	0.08543878184
1525	0.08543822288
1526	0.08543032846
1527	0.08540617283
1528	0.08538812211
1529	0.08536840969
1530	0.08534466606
1531	0.08531847211
1532	0.08530694275
1533	0.08529214037
1534	0.08527087123
1535	0.0852662905
1536	0.08525314569
1537	0.08523583746
1538	0.08521282835
1539	0.08519884278
1540	0.08517774426
1541	0.08516033358
1542	0.08514038326
1543	0.08508566324
1544	0.08505179245
1545	0.08502730315
1546	0.08500708363
1547	0.08496901558
1548	0.08492892585
1549	0.08490941047
1550	0.08487178683
1551	0.0848565076
1552	0.08483193299
1553	0.0848296775
1554	0.08479349456
1555	0.08478433369
1556	0.08476970814
1557	0.08475019103
1558	0.08471326837
1559	0.08469957742
1560	0.08468249609
1561	0.08465788676
1562	0.08465038311
1563	0.08463673228
1564	0.08462311466
1565	0.08459872355
1566	0.08457864513
1567	0.08455964194
1568	0.08454158902
1569	0.0845268057
1570	0.08450929825
1571	0.08448360467
1572	0.08447443052
1573	0.08445209988
1574	0.08443316013
1575	0.08442956989
1576	0.08442042196
1577	0.08440240711
1578	0.08438772815
1579	0.08436971549
1580	0.0843508939
1581	0.08433189882
1582	0.08432690435
1583	0.08431908725
1584	0.08428390914
1585	0.08426514434
1586	0.08424819144
1587	0.08422354132
1588	0.08419997994
1589	0.08418413061
1590	0.08417360613
1591	0.08416940464
1592	0.08413725513
1593	0.08411923254
1594	0.08411514471
1595	0.08410772916
1596	0.08409145675
1597	0.0840774357
1598	0.0840548969
1599	0.08402902303
1600	0.08402180991
1601	0.08400814449
1602	0.08399187531
1603	0.08397836966
1604	0.08394548698
1605	0.08391839643
1606	0.08389155848
1607	0.0838841889
1608	0.08388066374
1609	0.08385206843
1610	0.083836299
1611	0.08382215933
1612	0.08379717052
1613	0.08377949262
1614	0.08377230817
1615	0.0837518744
1616	0.08373512715
1617	0.08371678008
1618	0.08371112413
1619	0.08370382784
1620	0.08369923423
1621	0.08368002274
1622	0.08365730291
1623	0.08364538788
1624	0.08362327817
1625	0.08360094436
1626	0.08358812463
1627	0.08357624777
1628	0.08356031439
1629	0.08354559958
1630	0.08353179826
1631	0.08351941916
1632	0.08349699933
1633	0.08347134935
1634	0.08346611651
1635	0.08346017219
1636	0.08343135073
1637	0.08340615977
1638	0.08338971391
1639	0.08337245455
1640	0.08335637997
1641	0.08333625684
1642	0.08333357579
1643	0.08332695596
1644	0.08332221543
1645	0.08331914239
1646	0.08328380755
1647	0.08327589404
1648	0.08325486517
1649	0.08322925418
1650	0.08319634914
1651	0.0831770759
1652	0.08315362996
1653	0.08314094986
1654	0.0831114668
1655	0.08309310128
1656	0.0830781632
1657	0.08306210067
1658	0.0830274898
1659	0.08301272255
1660	0.08299498634
1661	0.08297776283
1662	0.0829518833
1663	0.0829467056
1664	0.08294475935
1665	0.08293783542
1666	0.08291610246
1667	0.08290970771
1668	0.08290780073
1669	0.08288802857
1670	0.08286738456
1671	0.08286691778
1672	0.08283830238
1673	0.08281626087
1674	0.08279305635
1675	0.08277379888
1676	0.08275614543
1677	0.08273672625
1678	0.08271783923
1679	0.08270061459
1680	0.08268102624
1681	0.08266013847
1682	0.08264520354
1683	0.08262530635
1684	0.08261566005
1685	0.0825992411
1686	0.08258093251
1687	0.08256417825
1688	0.08253453041
1689	0.08251784326
1690	0.08250581143
1691	0.08249287049
1692	0.08248190585
1693	0.08246229358
1694	0.08243904094
1695	0.08241737725
1696	0.08239870407
1697	0.08237553737
1698	0.08235960517
1699	0.08233877735
1700	0.08231331054
1701	0.08229498584
1702	0.08228484286
1703	0.08227840789
1704	0.08225232435
1705	0.08223437157
1706	0.08221397564
1707	0.08218135082
1708	0.08216593611
1709	0.08214661613
1710	0.08214612918
1711	0.08212840567
1712	0.08209019037
1713	0.08206801839
1714	0.08205781924
1715	0.08203575633
1716	0.08203245737
1717	0.0820175797
1718	0.08199373834
1719	0.08197125973
1720	0.08195928239
1721	0.08194047324
1722	0.08192874105
1723	0.08192237949
1724	0.08190058422
1725	0.08189623802
1726	0.08187718361
1727	0.08186865896
1728	0.08186608492
1729	0.08184010341
1730	0.08182063126
1731	0.08181086557
1732	0.0817895551
1733	0.08176917796
1734	0.08175457953
1735	0.08175269237
1736	0.08173172494
1737	0.081714438
1738	0.08170016583
1739	0.08167535262
1740	0.08167267943
1741	0.08165525524
1742	0.08163075453
1743	0.0816030259
1744	0.08156584655
1745	0.08154349623
1746	0.08153160248
1747	0.08151027027
1748	0.08149186893
1749	0.08146439877
1750	0.08144494136
1751	0.08143659854
1752	0.08141513377
1753	0.0814067333
1754	0.08140471801
1755	0.08137792958
1756	0.08135627446
1757	0.08133400788
1758	0.08129561586
1759	0.08126573661
1760	0.08126257823
1761	0.08124591711
1762	0.08122530089
1763	0.08119702842
1764	0.08118071972
1765	0.08114717487
1766	0.08114146914
1767	0.08112340895
1768	0.08110498841
1769	0.08108461345
1770	0.0810550081
1771	0.08105448531
1772	0.0810329723
1773	0.08101233186
1774	0.08099827157
1775	0.08097117396
1776	0.08094601003
1777	0.08093002716
1778	0.08090806517
1779	0.08087945393
1780	0.08087764273
1781	0.08087200144
1782	0.08085448967
1783	0.08083490079
1784	0.08082514053
1785	0.08081484965
1786	0.08081012983
1787	0.08078877561
1788	0.0807581142
1789	0.08074315438
1790	0.08071693766
1791	0.08070141216
1792	0.08068418545
1793	0.08067636416
1794	0.08065410071
1795	0.08063259597
1796	0.08061108699
1797	0.08058378709
1798	0.08056258819
1799	0.08054554139
1800	0.08053619563
1801	0.08050643833
1802	0.08048104484
1803	0.08046077897
1804	0.080458233
1805	0.080455103
1806	0.08044491126
1807	0.08042338876
1808	0.08039838845
1809	0.08037664789
1810	0.08035889281
1811	0.08032922058
1812	0.08032229751
1813	0.08031042775
1814	0.08030379546
1815	0.08028122171
1816	0.080261986
1817	0.08023033381
1818	0.08019922318
1819	0.08016496612
1820	0.08014295384
1821	0.08011077496
1822	0.08010006167
1823	0.08007598146
1824	0.08005953874
1825	0.08003923996
1826	0.08002228939
1827	0.08000677749
1828	0.07998504258
1829	0.07995504407
1830	0.07995310934
1831	0.07993555262
1832	0.0799087677
1833	0.07989072367
1834	0.07987381185
1835	0.07984071289
1836	0.0798350878
1837	0.07980792639
1838	0.07980164681
1839	0.07978708872
1840	0.07978030287
1841	0.0797721979
1842	0.07976315985
1843	0.07973886542
1844	0.0797212186
1845	0.07969247469
1846	0.0796667451
1847	0.07965098932
1848	0.0796268914
1849	0.07961315759
1850	0.07959231943
1851	0.07956640693
1852	0.07954193706
1853	0.0795211024
1854	0.07949816975
1855	0.07948983076
1856	0.07947126066
1857	0.07946024084
1858	0.07943724462
1859	0.07942227294
1860	0.07940455483
1861	0.07939181054
1862	0.07937579724
1863	0.0793609988
1864	0.07932801261
1865	0.07932564236
1866	0.0793140545
1867	0.07928957691
1868	0.07927351408
1869	0.07925124658
1870	0.07924542106
1871	0.07923420943
1872	0.07923198554
1873	0.07921450474
1874	0.07918337521
1875	0.07916066672
1876	0.07913449178
1877	0.0791102962
1878	0.07909462242
1879	0.07908323104
1880	0.07906080257
1881	0.0790470465
1882	0.07904041184
1883	0.07902373419
1884	0.07898680131
1885	0.07896352468
1886	0.07894073958
1887	0.07891860893
1888	0.07890312801
1889	0.07888244639
1890	0.07886316149
1891	0.07885862961
1892	0.07884645026
1893	0.07883216345
1894	0.07881024881
1895	0.07880497763
1896	0.07878433812
1897	0.07877080804
1898	0.07874593157
1899	0.07872689534
1900	0.07872542005
1901	0.07869658618
1902	0.07868837572
1903	0.07867871979
1904	0.07865405871
1905	0.07864427652
1906	0.07863194773
1907	0.07862242267
1908	0.07861044286
1909	0.07860364249
1910	0.07858331676
1911	0.0785500818
1912	0.07850764059
1913	0.0784925733
1914	0.07848235075
1915	0.0784644808
1916	0.07845798536
1917	0.07842675581
1918	0.07839519987
1919	0.07838363002
1920	0.07838157669
1921	0.07836863249
1922	0.07835294045
1923	0.07833193569
1924	0.07832912843
1925	0.07831502387
1926	0.07830190368
1927	0.07828562502
1928	0.07826351201
1929	0.07823904897
1930	0.07821873591
1931	0.07819425046
1932	0.07817307825
1933	0.07817115197
1934	0.07815065484
1935	0.0781397225
1936	0.07812565167
1937	0.07812439533
1938	0.07810154729
1939	0.07809259835
1940	0.0780871125
1941	0.07807000009
1942	0.07804981626
1943	0.07803519076
1944	0.07802045944
1945	0.07800309475
1946	0.07798446695
1947	0.07798266303
1948	0.07798181356
1949	0.07797695529
1950	0.07796468214
1951	0.07794258661
1952	0.07791937581
1953	0.07791418637
1954	0.07790340403
1955	0.07788286613
1956	0.077857726
1957	0.07782636316
1958	0.0777999796
1959	0.07778028055
1960	0.07776785637
1961	0.07774251396
1962	0.07772609057
1963	0.07770039733
1964	0.07768824128
1965	0.07766886265
1966	0.07766305675
1967	0.07765092659
1968	0.07763323756
1969	0.0776227978
1970	0.07760477883
1971	0.07758054197
1972	0.07757176608
1973	0.07756272569
1974	0.07754551769
1975	0.07754371754
1976	0.0775290126
1977	0.07752402548
1978	0.07751509983
1979	0.07749353136
1980	0.07747402407
1981	0.07744988348
1982	0.07743250511
1983	0.07741380619
1984	0.07739763893
1985	0.07738774069
1986	0.07736765043
1987	0.07734497182
1988	0.07733860197
1989	0.07731956297
1990	0.0773055561
1991	0.07728201443
1992	0.07726885133
1993	0.07726653552
1994	0.07725964601
1995	0.07725784912
1996	0.07724267215
1997	0.07723916976
1998	0.07721479657
1999	0.07720582142
