iter	Logloss
145	0.1206332387
146	0.1205658686
147	0.1205423762
148	0.1205260607
149	0.1205012197
150	0.1204649849
151	0.1204388019
152	0.1204105056
153	0.1203552275
154	0.1203109295
155	0.1202747903
156	0.1202472674
157	0.1201779545
158	0.1201147954
159	0.1201010219
160	0.1200588672
161	0.1200032613
162	0.1199148243
163	0.1198636794
164	0.1198419051
165	0.1198072623
166	0.1197583079
167	0.1197306967
168	0.1196829519
169	0.1196604674
170	0.1196276004
171	0.1195917137
172	0.1195661072
173	0.119532763
174	0.1194973146
175	0.1194152276
176	0.1193578084
177	0.1193130262
178	0.1192292148
179	0.1191608779
180	0.1191035846
181	0.1190318379
182	0.1189998357
183	0.1189596384
184	0.1189388644
185	0.1189162295
186	0.1188586938
187	0.1188247869
188	0.1187572139
189	0.1187185845
190	0.1187038446
191	0.1186787878
192	0.1186468822
193	0.1186075429
194	0.1185555451
195	0.1185089527
196	0.1184784267
197	0.1184428328
198	0.1184180495
199	0.1183561908
200	0.1183185885
201	0.1182670933
202	0.1182214987
203	0.1181932453
204	0.1181877303
205	0.1181400761
206	0.1181215038
207	0.1180721706
208	0.1180608401
209	0.1180377357
210	0.1180106712
211	0.1179546371
212	0.1179113716
213	0.1178721213
214	0.1178445153
215	0.1177955998
216	0.117748292
217	0.1177107795
218	0.1176621236
219	0.1175804498
220	0.1175444694
221	0.1174615015
222	0.117433522
223	0.1173888131
224	0.1173664455
225	0.117310539
226	0.1172869433
227	0.1172469653
228	0.1171907198
229	0.1171605942
230	0.1171108427
231	0.1170802964
232	0.1170534547
233	0.1170215927
234	0.1169772449
235	0.1169283801
236	0.1168891614
237	0.1168586783
238	0.1168354146
239	0.1168143548
240	0.1167996122
241	0.1167485616
242	0.1167102731
243	0.1166897939
244	0.1166432697
245	0.1166251194
246	0.1165856235
247	0.1165451152
248	0.1165352829
249	0.1164972132
250	0.1164766713
251	0.1164434648
252	0.1164023183
253	0.1163755276
254	0.1163437662
255	0.1163053508
256	0.1162762459
257	0.1162593628
258	0.1162166391
259	0.1161880931
260	0.116165218
261	0.1161403161
262	0.1161013926
263	0.116071932
264	0.1160344252
265	0.1159891589
266	0.1159452669
267	0.115916865
268	0.1158915651
269	0.1158653931
270	0.1158069686
271	0.1157681925
272	0.1157289103
273	0.1156940817
274	0.1156826586
275	0.1156092679
276	0.1155628693
277	0.1155273695
278	0.1154959427
279	0.1154645178
280	0.1154085373
281	0.1153841831
282	0.1153524079
283	0.1153343154
284	0.1152923872
285	0.1152619747
286	0.1152482593
287	0.1152082838
288	0.1151676824
289	0.1151344669
290	0.1151113158
291	0.1150753341
292	0.1150439085
293	0.1150183937
294	0.1149753558
295	0.1149305657
296	0.1148809864
297	0.1148253419
298	0.1147928749
299	0.1147497563
300	0.1147315184
301	0.1146712971
302	0.1146342742
303	0.1146013311
304	0.114572401
305	0.1145319644
306	0.1144984927
307	0.1144631259
308	0.1144370256
309	0.1143912916
310	0.1143641947
311	0.1143367374
312	0.1143149417
313	0.1142801803
314	0.1142574248
315	0.1142366323
316	0.1142019436
317	0.1141777279
318	0.1141139823
319	0.1140996756
320	0.1140661565
321	0.1140274762
322	0.1139961466
323	0.1139641675
324	0.1139287945
325	0.1138836016
326	0.1138472913
327	0.1137999543
328	0.1137718125
329	0.1137436126
330	0.113693086
331	0.1136622511
332	0.1135858708
333	0.1135576237
334	0.1135057725
335	0.1134763633
336	0.1134617517
337	0.1134304654
338	0.113409173
339	0.1133613166
340	0.1133310754
341	0.1133024993
342	0.1132693839
343	0.1132241099
344	0.1131799778
345	0.1131404142
346	0.1131278403
347	0.1130866978
348	0.1130408036
349	0.1130181424
350	0.1129776794
351	0.112938585
352	0.1128964158
353	0.1128748354
354	0.1128510948
355	0.1128356882
356	0.1127975634
357	0.1127620283
358	0.1127343037
359	0.1127164957
360	0.1126909074
361	0.112651968
362	0.1126202093
363	0.1125876631
364	0.1125620165
365	0.112517656
366	0.1124884371
367	0.1124763441
368	0.1124283209
369	0.1123845631
370	0.112358387
371	0.1123324827
372	0.1123015699
373	0.112275366
374	0.1122656783
375	0.1122408146
376	0.1121872762
377	0.1121528362
378	0.1121344574
379	0.1121088491
380	0.1120753964
381	0.1120519553
382	0.1120236777
383	0.111988525
384	0.11196974
385	0.1119412213
386	0.1118958194
387	0.1118700027
388	0.1118414576
389	0.1118046808
390	0.1117690834
391	0.1117393565
392	0.1117141279
393	0.1116805407
394	0.1116593503
395	0.1116303137
396	0.1115983275
397	0.1115572979
398	0.1115124574
399	0.1114835583
400	0.111426521
401	0.1114138441
402	0.1113904295
403	0.1113545573
404	0.1113230055
405	0.1112806523
406	0.1112580131
407	0.1112332016
408	0.1112020267
409	0.1111578875
410	0.1111432082
411	0.1111146134
412	0.1110630377
413	0.1110053355
414	0.110979028
415	0.1109573709
416	0.1109395433
417	0.1109046537
418	0.1108771351
419	0.1108468116
420	0.110815924
421	0.1107834107
422	0.1107504244
423	0.1107037262
424	0.1106826075
425	0.1106411947
426	0.1106100773
427	0.1105861409
428	0.1105712037
429	0.1105453323
430	0.1105007936
431	0.110467927
432	0.1104528573
433	0.1104304349
434	0.1104016597
435	0.1103740712
436	0.1103345842
437	0.1103168401
438	0.1102846352
439	0.1102446576
440	0.1102141248
441	0.1101806811
442	0.1101349949
443	0.1100960383
444	0.1100665394
445	0.1100245897
446	0.1099979153
447	0.1099793844
448	0.1099506563
449	0.1099038168
450	0.1098772802
451	0.1098406795
452	0.1098119451
453	0.1097817417
454	0.1097439144
455	0.1097063329
456	0.1096777533
457	0.1096558899
458	0.109636541
459	0.1096046633
460	0.1095746866
461	0.1095379418
462	0.1095051461
463	0.1094674448
464	0.1094410113
465	0.1094170107
466	0.1093861548
467	0.1093595965
468	0.109341528
469	0.1093263914
470	0.1093097609
471	0.1092810958
472	0.1092600403
473	0.1092205178
474	0.1091917516
475	0.1091734507
476	0.109147883
477	0.1091245432
478	0.1091017426
479	0.1090775436
480	0.1090553308
481	0.1090241831
482	0.1090061334
483	0.1089687153
484	0.1089217944
485	0.1089071591
486	0.1088714081
487	0.1088478774
488	0.1088339967
489	0.1088093334
490	0.1087429764
491	0.1087186767
492	0.1086967646
493	0.1086847894
494	0.108653978
495	0.1086244212
496	0.1085889518
497	0.1085731589
498	0.1085444383
499	0.1085215561
500	0.1084963477
501	0.1084477169
502	0.1084214697
503	0.1083594444
504	0.1083348683
505	0.1083298192
506	0.1082854159
507	0.1082577758
508	0.1082232405
509	0.1082096228
510	0.1081917961
511	0.1081387741
512	0.1081155712
513	0.108101618
514	0.1080797521
515	0.1080496132
516	0.1080210731
517	0.1079894189
518	0.1079719265
519	0.1079356526
520	0.1079017174
521	0.1078766244
522	0.1078496882
523	0.1078107812
524	0.1077562654
525	0.1077204639
526	0.1076895699
527	0.1076768528
528	0.1076392817
529	0.1076111532
530	0.1075624943
531	0.107541848
532	0.1075057717
533	0.1074832402
534	0.1074605794
535	0.1074251944
536	0.1074065157
537	0.1073814416
538	0.1073392333
539	0.1073185539
540	0.1073000132
541	0.1072457909
542	0.1072250784
543	0.1071792889
544	0.1071608632
545	0.1071356753
546	0.1071097234
547	0.1070759716
548	0.1070529053
549	0.1069970571
550	0.1069545895
551	0.106913003
552	0.1068593744
553	0.1068343861
554	0.1067948347
555	0.1067520474
556	0.1067312479
557	0.1067078267
558	0.1066771784
559	0.1066593941
560	0.1066418204
561	0.1066153421
562	0.1065775793
563	0.1065516928
564	0.1065218101
565	0.1064974951
566	0.1064670985
567	0.1064270636
568	0.1063574
569	0.1063375258
570	0.1063160063
571	0.1062861536
572	0.10625828
573	0.1062183466
574	0.1062050484
575	0.1061686088
576	0.1061536634
577	0.1061064055
578	0.1060664578
579	0.1060381111
580	0.1060033024
581	0.1059851083
582	0.1059532328
583	0.1059331272
584	0.1059084287
585	0.1058820437
586	0.1058621101
587	0.1058350556
588	0.105803929
589	0.1057875309
590	0.1057563786
591	0.1057163238
592	0.1056671798
593	0.1056389475
594	0.1056219014
595	0.105587597
596	0.1055682875
597	0.1055366552
598	0.1055171024
599	0.1054715382
600	0.105421591
601	0.105402817
602	0.105374823
603	0.1053233331
604	0.1052973317
605	0.105253033
606	0.1052243018
607	0.1051840664
608	0.1051396432
609	0.105108636
610	0.1050838297
611	0.105058324
612	0.1050403754
613	0.1049933413
614	0.1049700349
615	0.1049494309
616	0.1049190135
617	0.1048686023
618	0.1048448892
619	0.1048081618
620	0.1047736752
621	0.1047546378
622	0.104719723
623	0.1047026297
624	0.1046879232
625	0.1046609709
626	0.1046284082
627	0.1046038738
628	0.1045771488
629	0.1045560573
630	0.10451994
631	0.1044957092
632	0.1044755719
633	0.1044450945
634	0.1044134092
635	0.10438108
636	0.1043515066
637	0.1043327288
638	0.104315435
639	0.1042812246
640	0.1042552728
641	0.1042423617
642	0.1042237793
643	0.1042047087
644	0.1041818804
645	0.1041430617
646	0.1041180814
647	0.1040983892
648	0.1040613205
649	0.104029345
650	0.1039925032
651	0.1039735342
652	0.1039352905
653	0.1039062981
654	0.1038826869
655	0.1038542892
656	0.1038304473
657	0.1038078533
658	0.1037864717
659	0.1037674263
660	0.1037338015
661	0.1037191363
662	0.1036939666
663	0.1036555176
664	0.103631962
665	0.1036154406
666	0.1035861201
667	0.1035606988
668	0.1035480288
669	0.1034976875
670	0.1034828525
671	0.1034421889
672	0.1034106237
673	0.1033920356
674	0.1033701238
675	0.1033465511
676	0.1033087581
677	0.1032863282
678	0.1032698858
679	0.1032416592
680	0.1032114038
681	0.1031896685
682	0.1031556887
683	0.1031400423
684	0.1031281672
685	0.1030964212
686	0.1030761532
687	0.1030464974
688	0.1030333843
689	0.1030229603
690	0.102997973
691	0.1029750154
692	0.1029545664
693	0.1029327066
694	0.1029082465
695	0.1028859305
696	0.1028680089
697	0.1028459705
698	0.1028324116
699	0.1028014214
700	0.1027788453
701	0.1027510353
702	0.1027163003
703	0.1027011448
704	0.1026745696
705	0.1026522937
706	0.1026304273
707	0.1026101323
708	0.1025795134
709	0.1025630729
710	0.1025358305
711	0.1025087744
712	0.1024893879
713	0.1024531953
714	0.1024187979
715	0.1023929136
716	0.1023501751
717	0.1023181635
718	0.1022921167
719	0.1022685427
720	0.1022585767
721	0.1022408052
722	0.1022197371
723	0.1021896979
724	0.1021573042
725	0.1021305512
726	0.1021049287
727	0.102078028
728	0.1020621316
729	0.1020454271
730	0.1020310591
731	0.1020040275
732	0.1019885504
733	0.1019514766
734	0.101929044
735	0.1018720519
736	0.1018552629
737	0.1018472807
738	0.1018302822
739	0.1018155
740	0.1017969959
741	0.1017752417
742	0.1017435331
743	0.1017266545
744	0.1017040755
745	0.101664064
746	0.1016367502
747	0.1016028347
748	0.1015776337
749	0.1015616415
750	0.1015543127
751	0.1015456481
752	0.10153882
753	0.1015187933
754	0.1015056723
755	0.1014857501
756	0.1014550724
757	0.1014372867
758	0.1014177288
759	0.10138719
760	0.1013544431
761	0.1013368344
762	0.101321615
763	0.1012936007
764	0.1012619382
765	0.1012312128
766	0.1012088468
767	0.1011804774
768	0.1011595216
769	0.1011263007
770	0.1010913765
771	0.1010704312
772	0.1010557684
773	0.1010370875
774	0.1010057654
775	0.100976928
776	0.1009446386
777	0.1009161562
778	0.100860892
779	0.1008379819
780	0.1008098125
781	0.1007995175
782	0.1007888296
783	0.1007638879
784	0.1007394114
785	0.1007223875
786	0.1006968283
787	0.1006556809
788	0.1006321973
789	0.1005878226
790	0.1005694027
791	0.1005441455
792	0.1005169107
793	0.1005017841
794	0.1004654246
795	0.1004505752
796	0.1004383527
797	0.1004113142
798	0.1003892775
799	0.100355542
800	0.100341266
801	0.1003168981
802	0.100306331
803	0.1002915902
804	0.1002763285
805	0.1002472341
806	0.1002210179
807	0.1001796864
808	0.1001597692
809	0.1001341012
810	0.1001126551
811	0.1000871784
812	0.100061519
813	0.1000431786
814	0.1000131121
815	0.09999656603
816	0.09995970014
817	0.09993929653
818	0.09990528427
819	0.09988650536
820	0.09987220448
821	0.09985481962
822	0.09983101045
823	0.09981350409
824	0.09978789766
825	0.09976123542
826	0.09971954651
827	0.09968122833
828	0.09966372003
829	0.09964299946
830	0.09963027049
831	0.09960917967
832	0.09960378349
833	0.09957185521
834	0.09954596283
835	0.09952562876
836	0.09950144468
837	0.0994677942
838	0.09945316163
839	0.09942598151
840	0.09940830365
841	0.09937146405
842	0.09935470783
843	0.09933915952
844	0.09933168603
845	0.09929984704
846	0.09928128223
847	0.09926723403
848	0.09923372188
849	0.09921796119
850	0.09919787732
851	0.09915109953
852	0.09911214986
853	0.09908312737
854	0.09905534294
855	0.09904287621
856	0.09902264051
857	0.09897880907
858	0.09896239413
859	0.09893991708
860	0.0989080112
861	0.09888058945
862	0.09885682961
863	0.09883375253
864	0.0988159046
865	0.09879701549
866	0.0987901603
867	0.09876131782
868	0.09873172268
869	0.09870959675
870	0.09869651175
871	0.09867714893
872	0.09864462452
873	0.09864318914
874	0.09862879209
875	0.09859255543
876	0.09857400991
877	0.09856138328
878	0.09854394245
879	0.09851254188
880	0.09849446256
881	0.09845367795
882	0.09843826321
883	0.09842058697
884	0.09838775007
885	0.09836776891
886	0.09834484198
887	0.09831678209
888	0.09828591495
889	0.09827661251
890	0.09824401537
891	0.09820936718
892	0.09818993602
893	0.09816021955
894	0.09814004977
895	0.09811355545
896	0.09809464788
897	0.09808494235
898	0.09805366187
899	0.09802897216
900	0.0980181628
901	0.09796978041
902	0.09793915917
903	0.09788915572
904	0.09786356245
905	0.09784985147
906	0.09782232575
907	0.09780024162
908	0.09776889472
909	0.09776345527
910	0.09774736746
911	0.09771593751
912	0.09769465416
913	0.09766571532
914	0.0976523025
915	0.09762535471
916	0.09761692721
917	0.09759495044
918	0.09758541511
919	0.09756869424
920	0.09755156113
921	0.09752787016
922	0.09750931044
923	0.09748220701
924	0.09745350511
925	0.09744076853
926	0.09739918616
927	0.09737385829
928	0.0973506138
929	0.09732374984
930	0.09730865906
931	0.09728112556
932	0.09725934323
933	0.09723545232
934	0.09719824432
935	0.09718960544
936	0.09717205118
937	0.09716165159
938	0.09714491529
939	0.0971222027
940	0.09708967258
941	0.09706579067
942	0.0970408019
943	0.09702543712
944	0.09702410774
945	0.09700264579
946	0.09698501311
947	0.09696185112
948	0.0969400867
949	0.09689612387
950	0.09687595749
951	0.09686620007
952	0.09684416466
953	0.09682694111
954	0.09680201303
955	0.09676941261
956	0.09675736272
957	0.09673438405
958	0.09671514921
959	0.09671147716
960	0.096710221
961	0.09668613699
962	0.09665635032
963	0.0966333843
964	0.09661715471
965	0.09658873299
966	0.09658751966
967	0.09658453129
968	0.09656973305
969	0.0965495289
970	0.09652690871
971	0.09649858178
972	0.0964875723
973	0.09646925528
974	0.09644797444
975	0.09641893217
976	0.0963947987
977	0.09637302482
978	0.09634518723
979	0.09632143764
980	0.09629529492
981	0.09627290951
982	0.09624254542
983	0.0962221199
984	0.09620114543
985	0.09617407197
986	0.09612649617
987	0.09611003175
988	0.09609040635
989	0.09606061332
990	0.09603099291
991	0.09600664972
992	0.09598121745
993	0.09596259439
994	0.09593512269
995	0.09589860446
996	0.09587828079
997	0.09586566425
998	0.09584627905
999	0.09582064017
1000	0.09580632162
1001	0.09578114691
1002	0.09576183827
1003	0.09574211714
1004	0.09574148605
1005	0.09571693647
1006	0.09570010515
1007	0.09568304674
1008	0.09566791113
1009	0.09564302971
1010	0.09561784566
1011	0.09560180169
1012	0.09557855507
1013	0.09556620615
1014	0.09553883835
1015	0.09550653016
1016	0.09548003967
1017	0.09545300469
1018	0.09542903904
1019	0.09540124957
1020	0.09536121694
1021	0.0953179406
1022	0.0952974311
1023	0.09527585549
1024	0.09525027982
1025	0.09521294983
1026	0.0951899769
1027	0.0951770279
1028	0.09515916317
1029	0.09513905818
1030	0.09511278202
1031	0.09508978826
1032	0.09506409149
1033	0.09503730406
1034	0.09501612822
1035	0.09499771966
1036	0.09498001679
1037	0.09495081542
1038	0.09491910448
1039	0.0948880786
1040	0.09486410601
1041	0.09485255467
1042	0.09482528935
1043	0.09480944262
1044	0.09479293794
1045	0.09476501792
1046	0.09475652704
1047	0.09472500218
1048	0.09470648817
1049	0.09468011597
1050	0.09466273363
1051	0.09465262397
1052	0.09463321495
1053	0.09462126057
1054	0.09459213248
1055	0.09455292842
1056	0.09452975282
1057	0.09451306561
1058	0.09450216553
1059	0.09448674456
1060	0.09446768223
1061	0.0944522053
1062	0.09444399921
1063	0.09443351406
1064	0.09442393865
1065	0.09439410436
1066	0.09437531147
1067	0.09435209496
1068	0.09432693355
1069	0.09432613578
1070	0.0943098188
1071	0.09430667533
1072	0.09430034428
1073	0.09428529074
1074	0.09426412906
1075	0.09422165295
1076	0.09420571697
1077	0.09417907381
1078	0.09417070315
1079	0.09415913448
1080	0.094134004
1081	0.09411388328
1082	0.09410129933
1083	0.09407771132
1084	0.09405815066
1085	0.0940334231
1086	0.09400900709
1087	0.09397317097
1088	0.09395831044
1089	0.09394984444
1090	0.09392086823
1091	0.09391168216
1092	0.09389043373
1093	0.09386413712
1094	0.09384559474
1095	0.09382202803
1096	0.09379400891
1097	0.09376408362
1098	0.09373676735
1099	0.09371697108
1100	0.09368713685
1101	0.09366794474
1102	0.09364136514
1103	0.09361924897
1104	0.09360659272
1105	0.0935846277
1106	0.09356925125
1107	0.09354663113
1108	0.09353013216
1109	0.0935059284
1110	0.09348084202
1111	0.09345863249
1112	0.09342946644
1113	0.09342419389
1114	0.09340235672
1115	0.09336035897
1116	0.09334434216
1117	0.09330742138
1118	0.09329438144
1119	0.09326573941
1120	0.09322971716
1121	0.09321653803
1122	0.09319063151
1123	0.09318952208
1124	0.09318074765
1125	0.09317266991
1126	0.0931540876
1127	0.09314183873
1128	0.09312303661
1129	0.09311403463
1130	0.09308113303
1131	0.09306833645
1132	0.0930532458
1133	0.09303362399
1134	0.09301721401
1135	0.09300529559
1136	0.09298347855
1137	0.09296515251
1138	0.09294552948
1139	0.09291885354
1140	0.09288845049
1141	0.09285918471
1142	0.09284663365
1143	0.09282283129
1144	0.09280807803
1145	0.09278385242
1146	0.0927560715
1147	0.09275072629
1148	0.09272461541
1149	0.09269362982
1150	0.09267671526
1151	0.0926593637
1152	0.0926427559
1153	0.09262078167
1154	0.09260881883
1155	0.09258575205
1156	0.09256593976
1157	0.09255917059
1158	0.09254658308
1159	0.09252269708
1160	0.09250265672
1161	0.09248580556
1162	0.09246276401
1163	0.09244532695
1164	0.09242610442
1165	0.09240301701
1166	0.09239776594
1167	0.09237025023
1168	0.09235680491
1169	0.09234242759
1170	0.09232509099
1171	0.09230225449
1172	0.09227258653
1173	0.09226570826
1174	0.09225905539
1175	0.09222046503
1176	0.09221260272
1177	0.09217667187
1178	0.09215134306
1179	0.09213506772
1180	0.09212532586
1181	0.09211814241
1182	0.09209726744
1183	0.09207607077
1184	0.09204946414
1185	0.09201942287
1186	0.09199759991
1187	0.09197319132
1188	0.09194955428
1189	0.09193262683
1190	0.09192571926
1191	0.09189776025
1192	0.09189294005
1193	0.0918691009
1194	0.09186678875
1195	0.09184998495
1196	0.09182410359
1197	0.09180969295
1198	0.09179474542
1199	0.09178223243
1200	0.09175416977
1201	0.09173323647
1202	0.09170684829
1203	0.09168126479
1204	0.09166871188
1205	0.09166215538
1206	0.09164403009
1207	0.09161117766
1208	0.09158328512
1209	0.09158229652
1210	0.09156089727
1211	0.09154864955
1212	0.09151780594
1213	0.09149664961
1214	0.0914883017
1215	0.09146834869
1216	0.09145828694
1217	0.09144702091
1218	0.09144212361
1219	0.09142322062
1220	0.09141044053
1221	0.09138010754
1222	0.0913567598
1223	0.09133594268
1224	0.09131862594
1225	0.09131077316
1226	0.09130063793
1227	0.09128548657
1228	0.09127563987
1229	0.09124794668
1230	0.09122705324
1231	0.09120726723
1232	0.09118404674
1233	0.0911637523
1234	0.09115688722
1235	0.09113527191
1236	0.09111637373
1237	0.09109508348
1238	0.09107586936
1239	0.09105348809
1240	0.09103619361
1241	0.09100950037
1242	0.09099166835
1243	0.09097194114
1244	0.090962465
1245	0.09095560068
1246	0.09094379841
1247	0.09092074252
1248	0.09089068158
1249	0.09086015456
1250	0.09083662966
1251	0.09082911541
1252	0.09081281715
1253	0.09080757606
1254	0.09078006694
1255	0.09074046541
1256	0.09072300385
1257	0.09071370184
1258	0.09069254185
1259	0.09068654268
1260	0.09067581645
1261	0.09065354409
1262	0.09062313484
1263	0.09059449618
1264	0.09057706469
1265	0.0905617521
1266	0.09053628493
1267	0.09052016256
1268	0.09049050112
1269	0.09046848001
1270	0.09044440051
1271	0.09042314736
1272	0.09040943001
1273	0.09039247872
1274	0.09037393196
1275	0.09034317737
1276	0.09033240944
1277	0.09031522097
1278	0.09029037788
1279	0.09026521568
1280	0.09025279842
1281	0.09023284281
1282	0.09020921311
1283	0.09019030203
1284	0.09015584915
1285	0.0901315496
1286	0.0901059359
1287	0.09009038307
1288	0.0900894065
1289	0.0900802297
1290	0.09006544004
1291	0.09003763341
1292	0.09001342422
1293	0.08998430152
1294	0.08995824657
1295	0.08993921861
1296	0.08991905001
1297	0.08990400359
1298	0.08988724319
1299	0.08987278717
1300	0.08985882307
1301	0.08982345284
1302	0.089816457
1303	0.08977166273
1304	0.0897552172
1305	0.08973943552
1306	0.08970864361
1307	0.08968468267
1308	0.08967821407
1309	0.08967762754
1310	0.08966746373
1311	0.08966060199
1312	0.08964047594
1313	0.08960742198
1314	0.08958542873
1315	0.08956455316
1316	0.08953423227
1317	0.08950911784
1318	0.08948259214
1319	0.08946957493
1320	0.08946398591
1321	0.08944894098
1322	0.08941780255
1323	0.08938844161
1324	0.08937533766
1325	0.08934349
1326	0.08932756018
1327	0.08930382622
1328	0.08930053346
1329	0.08929567603
1330	0.08927844095
1331	0.0892694131
1332	0.08926745045
1333	0.08926187125
1334	0.08923244769
1335	0.08919487107
1336	0.08917190497
1337	0.08916254424
1338	0.08914028993
1339	0.08912958316
1340	0.08909941777
1341	0.0890649659
1342	0.08903445148
1343	0.08900387338
1344	0.08898827087
1345	0.08897593219
1346	0.08896630823
1347	0.08894915844
1348	0.08892655739
1349	0.08891402912
1350	0.08890894903
1351	0.08889987339
1352	0.08889081605
1353	0.08885288071
1354	0.08883205455
1355	0.08880537214
1356	0.08877454003
1357	0.08875124505
1358	0.08873446263
1359	0.08871575637
1360	0.0886808918
1361	0.08865381713
1362	0.08863517077
1363	0.08861213259
1364	0.0885887047
1365	0.08857642979
1366	0.08856158392
1367	0.08853028459
1368	0.08851244042
1369	0.08847740496
1370	0.08846971758
1371	0.08846477332
1372	0.08844810509
1373	0.08842354713
1374	0.08839390505
1375	0.08837078052
1376	0.08832822345
1377	0.08829929409
1378	0.08828083257
1379	0.08825370849
1380	0.08823954703
1381	0.08821163242
1382	0.08818064327
1383	0.08815915379
1384	0.08814890537
1385	0.08812494694
1386	0.08809346605
1387	0.08806878103
1388	0.08804923122
1389	0.08803328825
1390	0.08803233269
1391	0.08801613855
1392	0.08798755593
1393	0.08797034547
1394	0.08796522005
1395	0.08795470045
1396	0.08794996142
1397	0.0879400525
1398	0.08791941075
1399	0.08788760248
1400	0.08787422275
1401	0.08786150237
1402	0.08784427394
1403	0.08782784254
1404	0.08781036235
1405	0.08778986776
1406	0.08776360139
1407	0.08775196653
1408	0.08773205844
1409	0.08769919066
1410	0.08767595474
1411	0.08767297551
1412	0.0876505416
1413	0.08762746666
1414	0.08759052404
1415	0.08758098003
1416	0.08755994727
1417	0.08752591722
1418	0.08750454228
1419	0.08747692481
1420	0.08745264333
1421	0.08745149269
1422	0.08742894365
1423	0.08741025837
1424	0.08738352487
1425	0.0873664444
1426	0.08734407951
1427	0.08733055977
1428	0.08731486191
1429	0.08729102274
1430	0.08728072943
1431	0.08725225415
1432	0.08723078039
1433	0.08720676396
1434	0.08718886629
1435	0.08717326261
1436	0.0871628033
1437	0.08715377611
1438	0.08711308409
1439	0.08710093959
1440	0.08708298485
1441	0.08706927231
1442	0.08704940266
1443	0.08703391613
1444	0.08701888201
1445	0.08700972953
1446	0.08699905973
1447	0.08699563441
1448	0.08696884355
1449	0.0869464143
1450	0.08692489786
1451	0.08688168438
1452	0.08686955111
1453	0.08684919777
1454	0.08683622907
1455	0.08682058933
1456	0.08681048448
1457	0.0868020202
1458	0.08677342006
1459	0.08675696132
1460	0.08673464865
1461	0.08669530708
1462	0.08667414047
1463	0.08665472813
1464	0.08663200175
1465	0.08661119394
1466	0.08658114181
1467	0.08656030727
1468	0.08654008333
1469	0.08651026368
1470	0.0864889036
1471	0.08646423241
1472	0.08644317331
1473	0.08643740753
1474	0.08642014356
1475	0.08639356734
1476	0.08636940197
1477	0.08635498193
1478	0.08633607043
1479	0.08632236269
1480	0.08631241866
1481	0.0862915606
1482	0.08627930805
1483	0.08625993468
1484	0.08624829052
1485	0.08622068853
1486	0.08618885724
1487	0.08617438105
1488	0.08615634104
1489	0.08613040811
1490	0.08611965141
1491	0.08611290042
1492	0.08609437029
1493	0.08606865417
1494	0.0860540119
1495	0.08603124294
1496	0.08600013253
1497	0.08598724236
1498	0.08596255405
1499	0.08594568124
1500	0.0859385041
1501	0.08592259459
1502	0.08590265087
1503	0.08587645522
1504	0.08586686255
